id,preis,endreinigung,typ,stadt,stadtteil,lat,lon,bewertungen,bewertung,gaeste,baeder,schlafzimmer,betten,internet,wlan,kueche,heizung,klimaanlage,haartrockner,familienfreundlich,buegeleisen,waschmaschine,trockner,rauchmelder,kohlenmonoxidmelder,feuerloescher,erstehilfekoffer,fernsehen,kabelfernsehen,fruehstueck,kamin,fahrstuhl,pool,fitnessstudio,whirlpool,rollstuhlgeeignet,bettwaesche,mikrowelle,geschirr,ofen,herd,badewanne,kaffeemaschine,geschirrspueler,ebenerdig,kuehlschrank,rauchen,haustiere,hochstuhl,kinderkrippe,spielekonsole
19403,99,1,Apartment,NYC,Crown Heights,40.67748702679536,-73.94386426003159,4,95,6,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19404,150,1,House,DC,Kingman Park,38.89671076837124,-76.9793556076937,2,100,4,1.5,2,2,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19405,130,1,Apartment,NYC,Brooklyn Heights,40.692056868272594,-73.99409791523766,3,87,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19406,100,1,Apartment,LA,,33.76726046597121,-118.17214289739648,65,94,3,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19407,449,1,House,NYC,Park Slope,40.66690551416952,-73.98657968149897,8,95,7,3.5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19408,295,1,Apartment,SF,Marina,37.80279965524332,-122.44078222832606,5,100,2,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19409,143,0,Apartment,NYC,Upper West Side,40.79978795178401,-73.96576493080487,0,0,4,1,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19410,238,1,Apartment,SF,Marina,37.80448575124471,-122.44506410673964,4,93,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19411,159,1,Apartment,DC,Kent,38.925270025873225,-77.10129075130894,40,95,5,1,1,2,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19412,155,1,Apartment,NYC,Crown Heights,40.67275138400569,-73.95168654147989,14,97,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19413,195,1,Apartment,NYC,West Village,40.736183516406776,-74.00042355002803,13,100,2,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19414,239,1,Apartment,NYC,Upper West Side,40.80233396257493,-73.96387869100738,61,82,6,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19415,145,1,House,LA,Highland Park,34.126790776601794,-118.1915682466098,30,97,5,1,2,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19416,118,1,Apartment,LA,Hollywood,34.10201258253471,-118.33671689077671,64,97,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19417,295,1,Apartment,Chicago,Lincoln Park,41.91992406206384,-87.64693278899021,14,99,6,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19418,149,1,Apartment,LA,Silver Lake,34.088638397334485,-118.27862620899431,2,100,2,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19419,85,1,Apartment,NYC,Bensonhurst,40.60261772467874,-73.99331751965241,26,94,4,1,0,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19420,99,1,Apartment,LA,Westlake,34.053163610352065,-118.2618720279298,21,94,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19421,150,1,House,DC,Takoma,38.973872115221745,-77.02643327620966,1,80,8,2,3,5,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19422,250,0,Apartment,SF,SoMa,37.785997613131116,-122.40005687618348,0,0,2,2,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19423,90,0,Apartment,NYC,Chelsea,40.74011975068801,-74.00138797469303,30,96,4,1,1,2,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19424,250,1,Apartment,SF,Mission District,37.76286819575817,-122.42087145347936,0,0,5,1,2,2,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19425,110,1,Apartment,NYC,Flushing,40.7646369373736,-73.81862819634094,18,93,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19426,199,1,House,LA,South Robertson,34.038809727768424,-118.38349714573131,0,0,8,2,2,6,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19427,117,1,Apartment,NYC,Crown Heights,40.67472025579698,-73.93000448482242,64,97,4,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0
19428,195,1,Apartment,SF,Mission District,37.755592192499606,-122.42278628242435,31,90,4,1,2,2,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19429,103,1,Apartment,NYC,Greenwich Village,40.73239175614923,-73.99959686764423,6,100,2,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19430,140,0,Apartment,LA,Hollywood,34.10116541462146,-118.31890939009527,0,0,2,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19431,119,1,House,LA,,34.10971916461723,-118.3307057938262,17,99,7,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19432,80,1,Apartment,NYC,Hell's Kitchen,40.76321304953924,-73.99297473811058,1,40,2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19433,250,0,Apartment,SF,Mission District,37.75958898534999,-122.42185461263465,0,0,5,2,3,3,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19434,110,0,Apartment,NYC,East Village,40.72860183173593,-73.98851767075897,4,70,3,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19435,189,1,House,DC,Logan Circle,38.91298697049663,-77.03087892456601,26,95,6,2,2,3,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19436,363,1,House,NYC,Flatbush,40.63129472363578,-73.9661059625837,4,95,14,3,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19437,145,1,Apartment,NYC,Lower East Side,40.71718748883539,-73.9910892645218,23,90,2,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19438,129,1,Apartment,NYC,Harlem,40.80573068449768,-73.9499446876623,70,90,4,1,1,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
19439,199,1,House,Chicago,West Town/Noble Square,41.89338604785603,-87.65812589007194,3,100,2,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19440,320,1,House,SF,Forest Hill,37.74486291360726,-122.45682928822036,2,100,6,1.5,3,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19441,75,1,Apartment,Chicago,Rogers Park,42.015633303261,-87.6709798543773,0,0,2,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19442,105,1,Apartment,SF,Presidio,37.810306334521286,-122.47642203616829,173,97,2,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19443,177,1,Apartment,Boston,Jamaica Plain,42.32832789411688,-71.1103704603079,1,100,5,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
19444,300,1,House,LA,Santa Monica,34.031988892747634,-118.50083182680768,11,98,8,3.5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19445,280,1,House,LA,Pasadena,34.17731598485966,-118.14490277294395,14,96,3,2,3,3,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19446,175,1,Apartment,LA,Westwood,34.05701477773282,-118.44518739432587,3,100,3,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19447,150,1,Apartment,NYC,Bedford-Stuyvesant,40.695358309422375,-73.95216469392435,16,100,4,1,2,2,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19448,125,1,Apartment,DC,Capitol Hill,38.893400823352756,-76.99147023614724,23,100,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19449,150,1,Apartment,NYC,Upper East Side,40.781465481548594,-73.95315837827077,18,73,4,1,0,3,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19450,99,0,Apartment,NYC,Bedford-Stuyvesant,40.68605807166367,-73.93390804669866,1,60,4,1,2,3,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19451,98,1,Apartment,DC,Park View,38.93355813487077,-77.0239137673382,32,96,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19452,550,1,Apartment,NYC,West Village,40.73495747564578,-73.99996350540923,1,80,10,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0
19453,300,1,Apartment,NYC,East Village,40.727691606040395,-73.99192959477634,32,93,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19454,150,0,Apartment,NYC,Bedford-Stuyvesant,40.68353242217793,-73.93478257914366,1,80,2,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19455,250,1,Apartment,SF,Downtown,37.78810562399765,-122.4153728930772,64,98,4,1,2,2,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19456,125,0,Apartment,Chicago,Lakeview,41.933817471721696,-87.64309493568474,17,96,5,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19457,140,1,House,DC,Brookland,38.93569368733572,-76.98694843312106,0,0,2,1.5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19458,349,1,Apartment,LA,,34.104609451615,-118.32649124309091,18,98,9,2,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19459,238,1,House,LA,Echo Park,34.08164459991057,-118.25167282777416,3,100,4,2,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19460,250,1,Apartment,SF,North Beach,37.79770704094664,-122.41320207066816,1,100,4,1,1,2,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19461,149,1,Apartment,NYC,Bushwick,40.682497147232475,-73.90818389448411,144,98,6,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19462,150,0,Apartment,LA,Hollywood,34.10417695533086,-118.31846466921448,2,100,2,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19463,50,1,Apartment,LA,,33.78133449645273,-118.3041116399769,3,87,2,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19464,89,1,Apartment,LA,West Los Angeles,34.028286387646354,-118.4525336296319,17,91,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19465,217,1,Apartment,NYC,Chelsea,40.73844921123428,-73.99787318071641,11,96,5,1,1,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19466,198,1,Apartment,LA,Mid-Wilshire,34.078927253468066,-118.35913402505949,0,0,4,1,2,2,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19467,75,0,Apartment,DC,North Cleveland Park,38.953395115975326,-77.06956934374375,1,0,3,1,0,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19468,250,0,Apartment,NYC,Greenwich Village,40.73392948089396,-73.99819986257691,0,0,4,2,2,3,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19469,450,0,House,LA,Venice,33.98958247858691,-118.46811972557622,0,0,6,1.5,3,3,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19470,80,1,Apartment,NYC,Bedford-Stuyvesant,40.68137326995761,-73.91479315104678,12,96,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19471,120,1,Apartment,DC,Columbia Heights,38.919807402138936,-77.03578016329443,15,95,4,1,1,2,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19472,375,1,House,LA,Hollywood Hills,34.11582005022522,-118.37429706683511,100,93,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19473,250,1,Apartment,SF,Mission District,37.75040546109643,-122.41107867237305,5,100,6,2,3,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
19474,135,1,Apartment,NYC,Hamilton Heights,40.820791975382,-73.9511461622612,13,97,2,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19475,195,1,Apartment,NYC,St. George,40.64553337532803,-74.08323363389022,71,97,10,2,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19476,199,1,Apartment,DC,Mount Vernon Square,38.90285280700332,-77.01899089961779,1,100,2,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19477,223,1,Apartment,Boston,South End,42.33713722400331,-71.07672504507882,109,97,3,1,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19478,199,1,Apartment,SF,Western Addition/NOPA,37.77505168402022,-122.43989750080824,6,96,4,1,2,2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19479,147,1,Apartment,NYC,Crown Heights,40.676076141069174,-73.96179014633243,14,97,3,1,2,2,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19480,149,1,Apartment,NYC,Upper West Side,40.79098234137969,-73.97909791754391,13,95,4,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
19481,110,1,House,LA,,34.14063983620364,-118.2289515501218,17,95,5,1,2,2,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19482,249,1,Apartment,LA,,33.99532475774168,-118.47828022710164,34,98,6,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19483,183,0,Apartment,SF,Inner Sunset,37.73809699675685,-122.47176160509274,112,100,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
19484,200,0,Apartment,NYC,West Village,40.737021280295785,-74.00633407073676,5,96,3,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19485,600,1,House,DC,Capitol Hill,38.88388741324231,-76.99782660993618,0,0,4,1.5,2,2,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19486,120,1,Apartment,NYC,Castle Hill ,40.83295682095749,-73.85038245573698,12,90,5,1,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19487,109,1,Apartment,LA,Hollywood,34.10157970557796,-118.34771136648834,23,95,5,2,2,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19488,225,1,Apartment,NYC,Lefferts Garden,40.65914990166168,-73.9600973429141,27,94,5,1,2,2,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19489,80,1,Apartment,LA,Hollywood,34.10408885288962,-118.33549885914994,9,100,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19490,995,1,House,DC,Capitol Hill,38.88526577062922,-77.00665644618181,3,100,9,3.5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19491,125,1,Apartment,SF,Downtown,37.788284267627695,-122.41746494847416,20,100,2,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19492,279,1,House,LA,Porter Ranch,34.28382039167145,-118.55584385360771,15,96,8,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19493,280,0,House,LA,Bel Air/Beverly Crest,34.09679244559998,-118.40511848306372,2,90,5,2,2,2,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19494,119,0,Apartment,NYC,Astoria,40.76943612023764,-73.90751445683789,1,100,4,1,1,2,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19495,213,0,Apartment,NYC,Upper East Side,40.768734460043284,-73.9548748273371,0,0,3,1,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19496,220,1,Apartment,NYC,Upper West Side,40.777722099818675,-73.98174164983357,4,100,4,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19497,200,1,House,LA,Torrance,33.8362151735348,-118.33962970689495,1,0,6,1,3,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19498,150,1,House,LA,South Robertson,34.0628785478244,-118.37719652002691,3,100,4,1,0,3,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,95,1,Apartment,LA,West Hollywood,34.09067395828584,-118.37784308957634,5,84,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19500,225,1,Apartment,NYC,Fort Greene,40.689193175388645,-73.97474361996102,67,98,4,1,2,2,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0
19501,182,1,House,SF,Oceanview,37.71452908275453,-122.452747981065,70,92,6,1,2,3,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19502,175,1,Apartment,NYC,Upper East Side,40.77104416832086,-73.95139544956778,2,100,2,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19503,215,0,Apartment,NYC,Hell's Kitchen,40.75994377452747,-73.99073051235128,0,0,5,1,1,3,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19504,175,1,Apartment,NYC,Park Slope,40.665676612616004,-73.97740053823331,126,97,2,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19505,200,1,Apartment,SF,Mission District,37.76737131682493,-122.42285768855629,3,100,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19506,54,1,Apartment,NYC,Sunnyside,40.74651040642179,-73.922830407014,10,88,2,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
19507,179,1,Apartment,LA,Westwood,34.06062600087561,-118.43996519778445,0,0,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
19508,100,1,Apartment,Chicago,Pilsen,41.851092003636644,-87.68241716054995,6,97,4,1,1,2,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19509,200,1,House,LA,Malibu,34.01064666366297,-118.8120963612364,112,99,2,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19510,99,1,Apartment,NYC,Greenpoint,40.72462547820442,-73.94128271979223,4,100,4,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
